,fight,count,percentage
434,Detroit Red Wings x Seattle Kraken,2,0.019376089905057157
435,Los Angeles Kings x Seattle Kraken,2,0.019376089905057157
436,Florida Panthers x Vegas Golden Knights,2,0.019376089905057157
437,Detroit Red Wings x Vegas Golden Knights,2,0.019376089905057157
438,Calgary Flames x Vegas Golden Knights,2,0.019376089905057157
439,Nashville Predators x Seattle Kraken,1,0.009688044952528578
440,Detroit Red Wings x Winnipeg Jets,1,0.009688044952528578
441,Boston Bruins x Seattle Kraken,1,0.009688044952528578
442,Ottawa Senators x Seattle Kraken,1,0.009688044952528578
443,New Jersey Devils x Vegas Golden Knights,1,0.009688044952528578
444,Montreal Canadiens x Seattle Kraken,1,0.009688044952528578
445,Montreal Canadiens x Vegas Golden Knights,1,0.009688044952528578
446,Chicago Blackhawks x Vegas Golden Knights,1,0.009688044952528578
447,Seattle Kraken x Toronto Maple Leafs,1,0.009688044952528578
448,Buffalo Sabres x Seattle Kraken,1,0.009688044952528578
449,Seattle Kraken x Tampa Bay Lightning,1,0.009688044952528578
450,Seattle Kraken x Washington Capitals,1,0.009688044952528578
451,Columbus Blue Jackets x Seattle Kraken,1,0.009688044952528578
452,Vegas Golden Knights x Washington Capitals,1,0.009688044952528578
453,New York Rangers x Seattle Kraken,1,0.009688044952528578
