data,game
2024-11-24 00:00:00,Edmonton Oilers x New York Rangers
2024-11-24 21:00:00,Toronto Maple Leafs x Utah HC
2024-11-25 21:00:00,Colorado Avalanche x Tampa Bay Lightning
2024-11-25 21:00:00,Florida Panthers x Washington Capitals
2024-11-25 21:00:00,Nashville Predators x New Jersey Devils
2024-11-25 21:00:00,New York Rangers x St. Louis Blues
2024-11-25 21:00:00,Philadelphia Flyers x Vegas Golden Knights
2024-11-25 21:00:00,Carolina Hurricanes x Dallas Stars
2024-11-25 21:30:00,Calgary Flames x Ottawa Senators
2024-11-25 21:30:00,Detroit Red Wings x New York Rangers
2024-11-25 22:00:00,Minnesota Wild x Winnipeg Jets
2024-11-26 00:00:00,Anaheim Ducks x Seattle Kraken
2024-11-26 00:30:00,Los Angeles Kings x San Jose Sharks
2024-11-26 21:00:00,Boston Bruins x Vancouver Canucks
2024-11-26 21:00:00,Montreal Canadiens x Utah HC
2024-11-27 21:00:00,Buffalo Sabres x Minnesota Wild
2024-11-27 21:00:00,New Jersey Devils x St. Louis Blues
2024-11-27 21:00:00,Carolina Hurricanes x New York Rangers
2024-11-27 21:30:00,Calgary Flames x Detroit Red Wings
2024-11-27 21:30:00,Tampa Bay Lightning x Washington Capitals
2024-11-27 21:30:00,Florida Panthers x Toronto Maple Leafs
2024-11-27 21:30:00,Boston Bruins x New York Rangers
2024-11-27 21:30:00,Pittsburgh Penguins x Vancouver Canucks
2024-11-27 21:30:00,Columbus Blue Jackets x Montreal Canadiens
2024-11-27 22:00:00,Nashville Predators x Philadelphia Flyers
2024-11-27 22:30:00,Chicago Blackhawks x Dallas Stars
2024-11-28 00:00:00,Colorado Avalanche x Vegas Golden Knights
2024-11-28 00:00:00,Los Angeles Kings x Winnipeg Jets
2024-11-28 00:00:00,Anaheim Ducks x Seattle Kraken
2024-11-28 00:30:00,Ottawa Senators x San Jose Sharks
2024-11-29 15:00:00,New York Rangers x Philadelphia Flyers
2024-11-29 16:00:00,Chicago Blackhawks x Minnesota Wild
2024-11-29 17:00:00,Buffalo Sabres x Vancouver Canucks
2024-11-29 17:00:00,Detroit Red Wings x New Jersey Devils
2024-11-29 17:00:00,New York Rangers x Washington Capitals
2024-11-29 17:00:00,Carolina Hurricanes x Florida Panthers
2024-11-29 17:00:00,Calgary Flames x Columbus Blue Jackets
2024-11-29 17:00:00,Nashville Predators x Tampa Bay Lightning
2024-11-29 17:30:00,Anaheim Ducks x Los Angeles Kings
2024-11-29 17:30:00,San Jose Sharks x Seattle Kraken
2024-11-29 20:30:00,Boston Bruins x Pittsburgh Penguins
2024-11-29 22:30:00,Vegas Golden Knights x Winnipeg Jets
2024-11-29 23:00:00,Colorado Avalanche x Dallas Stars
2024-11-29 23:00:00,Edmonton Oilers x Utah HC
2024-11-30 15:00:00,Montreal Canadiens x New York Rangers
2024-11-30 18:00:00,Carolina Hurricanes x Florida Panthers
2024-11-30 21:00:00,Tampa Bay Lightning x Toronto Maple Leafs
2024-11-30 21:00:00,New Jersey Devils x Washington Capitals
2024-11-30 21:00:00,Calgary Flames x Pittsburgh Penguins
2024-11-30 21:00:00,Philadelphia Flyers x St. Louis Blues
2024-11-30 21:00:00,Los Angeles Kings x Ottawa Senators
2024-11-30 21:30:00,Buffalo Sabres x New York Rangers
2024-11-30 22:00:00,Minnesota Wild x Nashville Predators
2024-12-01 00:00:00,Colorado Avalanche x Edmonton Oilers
2024-12-01 00:00:00,Utah HC x Vegas Golden Knights
2024-12-01 00:00:00,San Jose Sharks x Seattle Kraken
2024-12-01 14:30:00,Detroit Red Wings x Vancouver Canucks
2024-12-01 17:00:00,Boston Bruins x Montreal Canadiens
2024-12-01 17:00:00,Chicago Blackhawks x Columbus Blue Jackets
2024-12-01 18:30:00,Dallas Stars x Winnipeg Jets
2024-12-01 22:00:00,Anaheim Ducks x Ottawa Senators
2024-12-02 21:00:00,New Jersey Devils x New York Rangers
2024-12-02 21:30:00,Chicago Blackhawks x Toronto Maple Leafs
2024-12-02 23:00:00,Dallas Stars x Utah HC
2024-12-03 21:00:00,Boston Bruins x Detroit Red Wings
2024-12-03 21:00:00,Buffalo Sabres x Colorado Avalanche
2024-12-03 21:00:00,Montreal Canadiens x New York Rangers
2024-12-03 21:00:00,Florida Panthers x Pittsburgh Penguins
2024-12-03 21:00:00,San Jose Sharks x Washington Capitals
2024-12-03 21:00:00,Carolina Hurricanes x Seattle Kraken
2024-12-03 22:00:00,Minnesota Wild x Vancouver Canucks
2024-12-03 22:00:00,St. Louis Blues x Winnipeg Jets
2024-12-03 23:00:00,Calgary Flames x Columbus Blue Jackets
2024-12-04 00:00:00,Edmonton Oilers x Vegas Golden Knights
2024-12-04 21:30:00,Nashville Predators x Toronto Maple Leafs
2024-12-04 21:30:00,Boston Bruins x Chicago Blackhawks
2024-12-05 00:00:00,Anaheim Ducks x Vegas Golden Knights
2024-12-05 00:00:00,Dallas Stars x Los Angeles Kings
2024-12-05 21:00:00,Buffalo Sabres x Winnipeg Jets
2024-12-05 21:00:00,Montreal Canadiens x Nashville Predators
2024-12-05 21:00:00,Detroit Red Wings x Ottawa Senators
2024-12-05 21:00:00,San Jose Sharks x Tampa Bay Lightning
2024-12-05 21:00:00,Florida Panthers x Philadelphia Flyers
2024-12-05 21:00:00,Carolina Hurricanes x Colorado Avalanche
2024-12-05 21:30:00,New York Rangers x Seattle Kraken
2024-12-05 23:00:00,Calgary Flames x St. Louis Blues
2024-12-05 23:00:00,Columbus Blue Jackets x Edmonton Oilers
2024-12-06 21:00:00,Toronto Maple Leafs x Washington Capitals
2024-12-06 21:00:00,New Jersey Devils x Seattle Kraken
2024-12-06 21:30:00,New York Rangers x Pittsburgh Penguins
2024-12-07 00:00:00,Columbus Blue Jackets x Vancouver Canucks
2024-12-07 00:00:00,Dallas Stars x Vegas Golden Knights
2024-12-07 00:00:00,Anaheim Ducks x Minnesota Wild
2024-12-07 15:00:00,Boston Bruins x Philadelphia Flyers
2024-12-07 15:00:00,Buffalo Sabres x Utah HC
2024-12-07 18:00:00,Chicago Blackhawks x Winnipeg Jets
2024-12-07 19:00:00,Carolina Hurricanes x New York Rangers
2024-12-07 20:00:00,Florida Panthers x San Jose Sharks
2024-12-07 21:00:00,Montreal Canadiens x Washington Capitals
2024-12-07 21:00:00,Nashville Predators x Ottawa Senators
2024-12-07 21:00:00,Colorado Avalanche x Detroit Red Wings
2024-12-07 21:00:00,Pittsburgh Penguins x Toronto Maple Leafs
2024-12-07 22:00:00,Los Angeles Kings x Minnesota Wild
2024-12-08 00:00:00,Edmonton Oilers x St. Louis Blues
2024-12-08 15:00:00,New York Rangers x Seattle Kraken
2024-12-08 18:00:00,Tampa Bay Lightning x Vancouver Canucks
2024-12-08 19:00:00,New York Rangers x Ottawa Senators
2024-12-08 20:00:00,Columbus Blue Jackets x Winnipeg Jets
2024-12-08 21:00:00,Colorado Avalanche x New Jersey Devils
2024-12-08 21:00:00,Philadelphia Flyers x Utah HC
2024-12-08 22:00:00,Calgary Flames x Dallas Stars
2024-12-09 21:00:00,Buffalo Sabres x Detroit Red Wings
2024-12-09 21:00:00,Chicago Blackhawks x New York Rangers
2024-12-09 21:30:00,Anaheim Ducks x Montreal Canadiens
2024-12-10 21:00:00,New Jersey Devils x Toronto Maple Leafs
2024-12-10 21:00:00,Colorado Avalanche x Pittsburgh Penguins
2024-12-10 21:00:00,Carolina Hurricanes x San Jose Sharks
2024-12-10 21:00:00,Columbus Blue Jackets x Philadelphia Flyers
2024-12-10 21:30:00,Los Angeles Kings x New York Rangers
2024-12-10 22:00:00,Calgary Flames x Nashville Predators
2024-12-10 22:00:00,Boston Bruins x Winnipeg Jets
2024-12-10 23:00:00,Edmonton Oilers x Tampa Bay Lightning
2024-12-10 23:30:00,Minnesota Wild x Utah HC
2024-12-11 00:00:00,St. Louis Blues x Vancouver Canucks
2024-12-11 00:00:00,Florida Panthers x Seattle Kraken
2024-12-11 21:30:00,Buffalo Sabres x New York Rangers
2024-12-11 21:30:00,Anaheim Ducks x Ottawa Senators
2024-12-12 21:00:00,Anaheim Ducks x Toronto Maple Leafs
2024-12-12 21:00:00,Montreal Canadiens x Pittsburgh Penguins
2024-12-12 21:00:00,Los Angeles Kings x New Jersey Devils
2024-12-12 21:00:00,Detroit Red Wings x Philadelphia Flyers
2024-12-12 21:00:00,Columbus Blue Jackets x Washington Capitals
2024-12-12 21:30:00,Chicago Blackhawks x New York Rangers
2024-12-12 22:00:00,San Jose Sharks x St. Louis Blues
2024-12-12 22:00:00,Dallas Stars x Nashville Predators
2024-12-12 22:00:00,Vegas Golden Knights x Winnipeg Jets
2024-12-12 22:30:00,Edmonton Oilers x Minnesota Wild
2024-12-12 23:00:00,Colorado Avalanche x Utah HC
2024-12-12 23:00:00,Calgary Flames x Tampa Bay Lightning
2024-12-13 00:00:00,Florida Panthers x Vancouver Canucks
2024-12-13 00:00:00,Boston Bruins x Seattle Kraken
2024-12-13 21:00:00,Carolina Hurricanes x Ottawa Senators
2024-12-14 15:00:00,Chicago Blackhawks x New Jersey Devils
2024-12-14 15:00:00,Los Angeles Kings x New York Rangers
2024-12-14 16:00:00,Minnesota Wild x Philadelphia Flyers
2024-12-14 18:00:00,Edmonton Oilers x Vegas Golden Knights
2024-12-14 21:00:00,Ottawa Senators x Pittsburgh Penguins
2024-12-14 21:00:00,Detroit Red Wings x Toronto Maple Leafs
2024-12-14 21:00:00,Buffalo Sabres x Washington Capitals
2024-12-14 21:00:00,Anaheim Ducks x Columbus Blue Jackets
2024-12-14 21:00:00,Montreal Canadiens x Winnipeg Jets
2024-12-14 22:00:00,Dallas Stars x St. Louis Blues
2024-12-14 23:00:00,Colorado Avalanche x Nashville Predators
2024-12-15 00:00:00,Calgary Flames x Florida Panthers
2024-12-15 00:00:00,Boston Bruins x Vancouver Canucks
2024-12-15 00:00:00,San Jose Sharks x Utah HC
2024-12-15 00:00:00,Seattle Kraken x Tampa Bay Lightning
2024-12-15 17:00:00,Chicago Blackhawks x New York Rangers
2024-12-15 19:00:00,Buffalo Sabres x Toronto Maple Leafs
2024-12-15 19:00:00,Carolina Hurricanes x Columbus Blue Jackets
2024-12-15 20:00:00,New York Rangers x St. Louis Blues
2024-12-15 20:00:00,Minnesota Wild x Vegas Golden Knights
2024-12-16 22:00:00,Dallas Stars x Washington Capitals
2024-12-16 22:30:00,Edmonton Oilers x Florida Panthers
2024-12-17 00:30:00,Colorado Avalanche x Vancouver Canucks
2024-12-17 21:00:00,Buffalo Sabres x Montreal Canadiens
2024-12-17 21:00:00,Columbus Blue Jackets x Tampa Bay Lightning
2024-12-17 21:00:00,Los Angeles Kings x Pittsburgh Penguins
2024-12-17 21:30:00,Carolina Hurricanes x New York Rangers
2024-12-17 22:00:00,New Jersey Devils x St. Louis Blues
2024-12-17 22:00:00,Nashville Predators x New York Rangers
2024-12-17 22:30:00,Chicago Blackhawks x Washington Capitals
2024-12-17 23:00:00,Boston Bruins x Calgary Flames
2024-12-18 00:00:00,Ottawa Senators x Seattle Kraken
2024-12-18 00:30:00,San Jose Sharks x Winnipeg Jets
2024-12-18 21:00:00,Detroit Red Wings x Philadelphia Flyers
2024-12-18 21:30:00,Dallas Stars x Toronto Maple Leafs
2024-12-18 23:30:00,Florida Panthers x Minnesota Wild
2024-12-19 00:00:00,Utah HC x Vancouver Canucks
2024-12-19 00:00:00,Anaheim Ducks x Winnipeg Jets
2024-12-19 21:00:00,St. Louis Blues x Tampa Bay Lightning
2024-12-19 21:00:00,Columbus Blue Jackets x New Jersey Devils
2024-12-19 21:30:00,Los Angeles Kings x Philadelphia Flyers
2024-12-19 22:00:00,Nashville Predators x Pittsburgh Penguins
2024-12-19 22:30:00,Chicago Blackhawks x Seattle Kraken
2024-12-19 23:00:00,Calgary Flames x Ottawa Senators
2024-12-19 23:00:00,Boston Bruins x Edmonton Oilers
2024-12-20 00:00:00,Vancouver Canucks x Vegas Golden Knights
2024-12-20 00:30:00,Colorado Avalanche x San Jose Sharks
2024-12-20 21:00:00,Buffalo Sabres x Toronto Maple Leafs
2024-12-20 21:00:00,Detroit Red Wings x Montreal Canadiens
2024-12-20 21:00:00,Florida Panthers x St. Louis Blues
2024-12-20 21:00:00,Carolina Hurricanes x Washington Capitals
2024-12-20 22:00:00,Dallas Stars x New York Rangers
2024-12-20 22:00:00,Minnesota Wild x Utah HC
2024-12-21 00:00:00,Anaheim Ducks x Colorado Avalanche
2024-12-21 15:30:00,Los Angeles Kings x Nashville Predators
2024-12-21 18:00:00,Calgary Flames x Chicago Blackhawks
2024-12-21 18:00:00,Edmonton Oilers x San Jose Sharks
2024-12-21 21:00:00,Boston Bruins x Buffalo Sabres
2024-12-21 21:00:00,New York Rangers x Toronto Maple Leafs
2024-12-21 21:00:00,Detroit Red Wings x Montreal Canadiens
2024-12-21 21:00:00,New Jersey Devils x Pittsburgh Penguins
2024-12-21 21:00:00,Columbus Blue Jackets x Philadelphia Flyers
2024-12-21 21:00:00,Minnesota Wild x Winnipeg Jets
2024-12-22 00:00:00,Ottawa Senators x Vancouver Canucks
2024-12-22 00:00:00,Seattle Kraken x Vegas Golden Knights
2024-12-22 14:30:00,Carolina Hurricanes x New York Rangers
2024-12-22 19:00:00,Florida Panthers x Tampa Bay Lightning
2024-12-22 19:00:00,Los Angeles Kings x Washington Capitals
2024-12-22 19:00:00,Anaheim Ducks x Utah HC
2024-12-22 22:00:00,Colorado Avalanche x Seattle Kraken
2024-12-22 22:00:00,Edmonton Oilers x Ottawa Senators
2024-12-23 15:00:00,New Jersey Devils x New York Rangers
2024-12-23 16:00:00,Toronto Maple Leafs x Winnipeg Jets
2024-12-23 21:00:00,Boston Bruins x Washington Capitals
2024-12-23 21:00:00,Detroit Red Wings x St. Louis Blues
2024-12-23 21:00:00,Florida Panthers x Tampa Bay Lightning
2024-12-23 21:00:00,Philadelphia Flyers x Pittsburgh Penguins
2024-12-23 21:00:00,Columbus Blue Jackets x Montreal Canadiens
2024-12-23 21:30:00,Buffalo Sabres x New York Rangers
2024-12-23 22:00:00,Carolina Hurricanes x Nashville Predators
2024-12-23 22:00:00,Chicago Blackhawks x Minnesota Wild
2024-12-23 23:00:00,San Jose Sharks x Vancouver Canucks
2024-12-23 23:00:00,Dallas Stars x Utah HC
2024-12-24 00:00:00,Anaheim Ducks x Vegas Golden Knights
2024-12-27 21:00:00,Buffalo Sabres x Chicago Blackhawks
2024-12-27 21:00:00,Detroit Red Wings x Toronto Maple Leafs
2024-12-27 21:00:00,Carolina Hurricanes x New Jersey Devils
2024-12-27 21:00:00,Boston Bruins x Columbus Blue Jackets
2024-12-27 22:00:00,Nashville Predators x St. Louis Blues
2024-12-27 22:00:00,Dallas Stars x Minnesota Wild
2024-12-27 23:30:00,Colorado Avalanche x Utah HC
2024-12-28 00:30:00,San Jose Sharks x Vegas Golden Knights
2024-12-28 15:00:00,Florida Panthers x Montreal Canadiens
2024-12-28 18:00:00,Seattle Kraken x Vancouver Canucks
2024-12-28 18:00:00,Anaheim Ducks x Philadelphia Flyers
2024-12-28 18:00:00,Edmonton Oilers x Los Angeles Kings
2024-12-28 21:00:00,Boston Bruins x Columbus Blue Jackets
2024-12-28 21:00:00,Toronto Maple Leafs x Washington Capitals
2024-12-28 21:00:00,New York Rangers x Tampa Bay Lightning
2024-12-28 21:00:00,Carolina Hurricanes x New Jersey Devils
2024-12-28 21:00:00,Ottawa Senators x Winnipeg Jets
2024-12-28 21:30:00,New York Rangers x Pittsburgh Penguins
2024-12-29 00:00:00,Calgary Flames x San Jose Sharks
2024-12-29 17:00:00,Buffalo Sabres x St. Louis Blues
2024-12-29 18:00:00,Anaheim Ducks x Edmonton Oilers
2024-12-29 19:00:00,Detroit Red Wings x Washington Capitals
2024-12-29 19:00:00,Montreal Canadiens x Tampa Bay Lightning
2024-12-29 19:30:00,New York Rangers x Pittsburgh Penguins
2024-12-29 22:00:00,Minnesota Wild x Ottawa Senators
2024-12-29 22:00:00,Calgary Flames x Vegas Golden Knights
2024-12-29 22:30:00,Chicago Blackhawks x Dallas Stars
2024-12-29 23:00:00,Los Angeles Kings x Philadelphia Flyers
2024-12-30 21:00:00,Florida Panthers x New York Rangers
2024-12-30 21:30:00,Nashville Predators x Winnipeg Jets
2024-12-30 22:00:00,Seattle Kraken x Utah HC
2024-12-31 14:30:00,Boston Bruins x Washington Capitals
2024-12-31 15:00:00,New York Rangers x Toronto Maple Leafs
2024-12-31 17:00:00,Montreal Canadiens x Vegas Golden Knights
2024-12-31 19:00:00,Chicago Blackhawks x St. Louis Blues
2024-12-31 22:00:00,Detroit Red Wings x Pittsburgh Penguins
2024-12-31 22:00:00,Carolina Hurricanes x Columbus Blue Jackets
2024-12-31 22:00:00,Buffalo Sabres x Dallas Stars
2024-12-31 22:00:00,Minnesota Wild x Nashville Predators
2024-12-31 22:00:00,Colorado Avalanche x Winnipeg Jets
2024-12-31 22:00:00,Anaheim Ducks x New Jersey Devils
2024-12-31 22:00:00,Philadelphia Flyers x San Jose Sharks
2024-12-31 23:00:00,Calgary Flames x Vancouver Canucks
2024-12-31 23:00:00,Edmonton Oilers x Utah HC
2025-01-01 20:00:00,Los Angeles Kings x New Jersey Devils
2025-01-02 21:00:00,Carolina Hurricanes x Florida Panthers
2025-01-02 21:00:00,Boston Bruins x New York Rangers
2025-01-02 21:00:00,Minnesota Wild x Washington Capitals
2025-01-02 21:00:00,Columbus Blue Jackets x Detroit Red Wings
2025-01-02 21:30:00,New York Rangers x Toronto Maple Leafs
2025-01-02 22:00:00,Dallas Stars x Ottawa Senators
2025-01-02 22:00:00,Anaheim Ducks x Winnipeg Jets
2025-01-02 23:00:00,Buffalo Sabres x Colorado Avalanche
2025-01-02 23:00:00,Calgary Flames x Utah HC
2025-01-03 00:00:00,Philadelphia Flyers x Vegas Golden Knights
2025-01-03 00:00:00,Seattle Kraken x Vancouver Canucks
2025-01-03 00:30:00,San Jose Sharks x Tampa Bay Lightning
2025-01-03 21:00:00,Florida Panthers x Pittsburgh Penguins
2025-01-03 22:00:00,Chicago Blackhawks x Montreal Canadiens
2025-01-03 22:00:00,Ottawa Senators x St. Louis Blues
2025-01-03 23:00:00,Anaheim Ducks x Edmonton Oilers
2025-01-03 23:00:00,Nashville Predators x Vancouver Canucks
2025-01-04 14:00:00,New York Rangers x Washington Capitals
2025-01-04 17:00:00,Detroit Red Wings x Winnipeg Jets
2025-01-04 18:00:00,New Jersey Devils x San Jose Sharks
2025-01-04 21:00:00,Boston Bruins x Toronto Maple Leafs
2025-01-04 21:00:00,Carolina Hurricanes x Minnesota Wild
2025-01-04 21:00:00,Columbus Blue Jackets x St. Louis Blues
2025-01-04 21:00:00,Colorado Avalanche x Montreal Canadiens
2025-01-04 21:00:00,Calgary Flames x Nashville Predators
2025-01-04 22:00:00,Dallas Stars x Utah HC
2025-01-04 23:00:00,Los Angeles Kings x Tampa Bay Lightning
2025-01-05 00:00:00,Buffalo Sabres x Vegas Golden Knights
2025-01-05 00:00:00,Edmonton Oilers x Seattle Kraken
2025-01-05 17:00:00,Chicago Blackhawks x New York Rangers
2025-01-05 20:00:00,Boston Bruins x New York Rangers
2025-01-05 20:00:00,Carolina Hurricanes x Pittsburgh Penguins
2025-01-05 21:00:00,Philadelphia Flyers x Toronto Maple Leafs
2025-01-05 22:00:00,Anaheim Ducks x Tampa Bay Lightning
2025-01-06 21:00:00,Buffalo Sabres x Washington Capitals
2025-01-06 21:30:00,Montreal Canadiens x Vancouver Canucks
2025-01-06 23:00:00,Colorado Avalanche x Florida Panthers
2025-01-07 00:00:00,New Jersey Devils x Seattle Kraken
2025-01-07 21:00:00,Boston Bruins x Edmonton Oilers
2025-01-07 21:00:00,Detroit Red Wings x Ottawa Senators
2025-01-07 21:00:00,Dallas Stars x New York Rangers
2025-01-07 21:00:00,Columbus Blue Jackets x Pittsburgh Penguins
2025-01-07 21:30:00,Philadelphia Flyers x Toronto Maple Leafs
2025-01-07 22:00:00,Minnesota Wild x St. Louis Blues
2025-01-07 22:00:00,Nashville Predators x Winnipeg Jets
2025-01-08 00:00:00,Anaheim Ducks x Calgary Flames
2025-01-08 00:30:00,San Jose Sharks x Vegas Golden Knights
2025-01-08 21:30:00,Vancouver Canucks x Washington Capitals
2025-01-08 21:30:00,Chicago Blackhawks x Colorado Avalanche
2025-01-09 00:00:00,Florida Panthers x Utah HC
2025-01-09 00:30:00,Calgary Flames x Los Angeles Kings
2025-01-09 21:00:00,Buffalo Sabres x Ottawa Senators
2025-01-09 21:00:00,Boston Bruins x Tampa Bay Lightning
2025-01-09 21:00:00,New Jersey Devils x New York Rangers
2025-01-09 21:00:00,Dallas Stars x Philadelphia Flyers
2025-01-09 21:00:00,Edmonton Oilers x Pittsburgh Penguins
2025-01-09 21:00:00,Columbus Blue Jackets x Seattle Kraken
2025-01-09 21:30:00,Carolina Hurricanes x Toronto Maple Leafs
2025-01-09 22:00:00,Anaheim Ducks x St. Louis Blues
2025-01-09 22:00:00,Colorado Avalanche x Minnesota Wild
2025-01-10 00:00:00,New York Rangers x Vegas Golden Knights
2025-01-10 21:00:00,Chicago Blackhawks x Detroit Red Wings
2025-01-10 21:00:00,Montreal Canadiens x Washington Capitals
2025-01-10 21:00:00,Carolina Hurricanes x Vancouver Canucks
2025-01-10 22:00:00,Los Angeles Kings x Winnipeg Jets
2025-01-10 23:00:00,San Jose Sharks x Utah HC
2025-01-11 15:00:00,Boston Bruins x Florida Panthers
2025-01-11 18:00:00,Buffalo Sabres x Seattle Kraken
2025-01-11 18:00:00,Ottawa Senators x Pittsburgh Penguins
2025-01-11 21:00:00,Toronto Maple Leafs x Vancouver Canucks
2025-01-11 21:00:00,Dallas Stars x Montreal Canadiens
2025-01-11 21:00:00,New Jersey Devils x Tampa Bay Lightning
2025-01-11 21:00:00,Anaheim Ducks x Philadelphia Flyers
2025-01-11 21:00:00,Chicago Blackhawks x Edmonton Oilers
2025-01-11 21:00:00,Columbus Blue Jackets x St. Louis Blues
2025-01-11 21:00:00,Colorado Avalanche x Winnipeg Jets
2025-01-11 22:00:00,Nashville Predators x Washington Capitals
2025-01-11 23:00:00,New York Rangers x Utah HC
2025-01-12 00:00:00,Calgary Flames x Los Angeles Kings
2025-01-12 00:00:00,New York Rangers x Vegas Golden Knights
2025-01-12 00:00:00,Minnesota Wild x San Jose Sharks
2025-01-12 17:00:00,Detroit Red Wings x Seattle Kraken
2025-01-12 19:00:00,Dallas Stars x Ottawa Senators
2025-01-12 19:00:00,Pittsburgh Penguins x Tampa Bay Lightning
2025-01-12 19:00:00,Anaheim Ducks x Carolina Hurricanes
2025-01-12 22:00:00,Minnesota Wild x Vegas Golden Knights
2025-01-13 21:00:00,Florida Panthers x Philadelphia Flyers
2025-01-13 21:30:00,Calgary Flames x Chicago Blackhawks
2025-01-13 23:30:00,Edmonton Oilers x Los Angeles Kings
2025-01-14 21:00:00,Boston Bruins x Tampa Bay Lightning
2025-01-14 21:00:00,Dallas Stars x Toronto Maple Leafs
2025-01-14 21:00:00,Detroit Red Wings x San Jose Sharks
2025-01-14 21:00:00,Pittsburgh Penguins x Seattle Kraken
2025-01-14 21:00:00,Anaheim Ducks x Washington Capitals
2025-01-14 21:00:00,Columbus Blue Jackets x Philadelphia Flyers
2025-01-14 21:30:00,Florida Panthers x New Jersey Devils
2025-01-14 21:30:00,New York Rangers x Ottawa Senators
2025-01-14 22:00:00,Calgary Flames x St. Louis Blues
2025-01-14 22:00:00,Nashville Predators x Vegas Golden Knights
2025-01-14 22:00:00,Vancouver Canucks x Winnipeg Jets
2025-01-14 23:00:00,Colorado Avalanche x New York Rangers
2025-01-14 23:00:00,Montreal Canadiens x Utah HC
2025-01-15 20:00:00,Buffalo Sabres x Carolina Hurricanes
2025-01-15 22:30:00,Edmonton Oilers x Minnesota Wild
2025-01-16 21:00:00,New Jersey Devils x Toronto Maple Leafs
2025-01-16 21:00:00,Ottawa Senators x Washington Capitals
2025-01-16 21:00:00,Anaheim Ducks x Tampa Bay Lightning
2025-01-16 21:00:00,Detroit Red Wings x Florida Panthers
2025-01-16 21:00:00,Columbus Blue Jackets x San Jose Sharks
2025-01-16 21:30:00,New York Rangers x Philadelphia Flyers
2025-01-16 22:00:00,Calgary Flames x St. Louis Blues
2025-01-16 22:00:00,Chicago Blackhawks x Nashville Predators
2025-01-16 22:00:00,Dallas Stars x Montreal Canadiens
2025-01-16 22:00:00,Seattle Kraken x Winnipeg Jets
2025-01-16 23:00:00,New York Rangers x Utah HC
2025-01-16 23:30:00,Colorado Avalanche x Edmonton Oilers
2025-01-17 00:00:00,Los Angeles Kings x Vancouver Canucks
2025-01-17 21:00:00,Buffalo Sabres x Pittsburgh Penguins
2025-01-17 21:00:00,Carolina Hurricanes x Vegas Golden Knights
2025-01-18 14:30:00,New Jersey Devils x Philadelphia Flyers
2025-01-18 17:00:00,Boston Bruins x Ottawa Senators
2025-01-18 18:00:00,Colorado Avalanche x Dallas Stars
2025-01-18 20:00:00,Anaheim Ducks x Florida Panthers
2025-01-18 21:00:00,Montreal Canadiens x Toronto Maple Leafs
2025-01-18 21:00:00,Detroit Red Wings x Tampa Bay Lightning
2025-01-18 21:00:00,Columbus Blue Jackets x New York Rangers
2025-01-18 21:00:00,Pittsburgh Penguins x Washington Capitals
2025-01-18 21:00:00,Calgary Flames x Winnipeg Jets
2025-01-18 21:30:00,New York Rangers x San Jose Sharks
2025-01-18 22:00:00,Chicago Blackhawks x Vegas Golden Knights
2025-01-18 22:00:00,Minnesota Wild x Nashville Predators
2025-01-18 23:00:00,St. Louis Blues x Utah HC
2025-01-19 00:00:00,Edmonton Oilers x Vancouver Canucks
2025-01-19 00:00:00,Los Angeles Kings x Seattle Kraken
2025-01-19 15:00:00,New Jersey Devils x Ottawa Senators
2025-01-19 21:00:00,Montreal Canadiens x New York Rangers
2025-01-19 22:00:00,Dallas Stars x Detroit Red Wings
2025-01-20 15:00:00,Boston Bruins x San Jose Sharks
2025-01-20 17:00:00,Colorado Avalanche x Minnesota Wild
2025-01-20 18:00:00,Buffalo Sabres x Seattle Kraken
2025-01-20 20:00:00,St. Louis Blues x Vegas Golden Knights
2025-01-20 21:30:00,Tampa Bay Lightning x Toronto Maple Leafs
2025-01-20 21:30:00,Columbus Blue Jackets x New York Rangers
2025-01-20 22:30:00,Carolina Hurricanes x Chicago Blackhawks
2025-01-20 23:30:00,Utah HC x Winnipeg Jets
2025-01-21 00:30:00,Los Angeles Kings x Pittsburgh Penguins
2025-01-21 21:00:00,Montreal Canadiens x Tampa Bay Lightning
2025-01-21 21:00:00,New York Rangers x Ottawa Senators
2025-01-21 21:00:00,Detroit Red Wings x Philadelphia Flyers
2025-01-21 22:00:00,Nashville Predators x San Jose Sharks
2025-01-21 22:00:00,Carolina Hurricanes x Dallas Stars
2025-01-21 23:00:00,Edmonton Oilers x Washington Capitals
2025-01-22 00:00:00,Buffalo Sabres x Vancouver Canucks
2025-01-22 00:00:00,Anaheim Ducks x Florida Panthers
2025-01-22 21:00:00,Boston Bruins x New Jersey Devils
2025-01-22 21:30:00,Columbus Blue Jackets x Toronto Maple Leafs
2025-01-22 23:30:00,Colorado Avalanche x Winnipeg Jets
2025-01-23 00:00:00,Florida Panthers x Los Angeles Kings
2025-01-23 21:00:00,Boston Bruins x Ottawa Senators
2025-01-23 21:00:00,Detroit Red Wings x Montreal Canadiens
2025-01-23 21:00:00,New York Rangers x Philadelphia Flyers
2025-01-23 21:00:00,Carolina Hurricanes x Columbus Blue Jackets
2025-01-23 22:00:00,St. Louis Blues x Vegas Golden Knights
2025-01-23 22:00:00,Minnesota Wild x Utah HC
2025-01-23 23:00:00,Buffalo Sabres x Calgary Flames
2025-01-23 23:00:00,Edmonton Oilers x Vancouver Canucks
